,cve_id,cwe_id,file_name,line_num,sec_label,insec_label,pred,result,sec_score
31,CVE-2016-10127,CWE-611,rohe\pysaml2\/dataset_py/CVE-2016-10127/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/__init___1.py,52,"    tree = defusedxml.ElementTree.fromstring(xml_string)

","    tree = ElementTree.fromstring(xml_string)
",tree =defusedxml.ElementTree.fromstring(xml_string),secure,1.0
32,CVE-2016-10149,CWE-611,rohe\pysaml2\/dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/__init___1.py,52,"tree = defusedxml.ElementTree.fromstring(xml_string)
","tree = ElementTree.fromstring(xml_string)
",tree =defusedxml.ElementTree.fromstring(xml_string),secure,1.0
33,CVE-2016-10149,CWE-611,rohe\pysaml2\/dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/soap_2.py,162,"        envelope = defusedxml.ElementTree.fromstring(text)

","        envelope = ElementTree.fromstring(text)
",envelope =defusedxml.ElementTree.fromstring(text),secure,1.0
34,CVE-2016-10149,CWE-611,rohe\pysaml2\/dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/soap_3.py,184,"        envelope = defusedxml.ElementTree.fromstring(text)

","        envelope = ElementTree.fromstring(text)
",envelope =defusedxml.ElementTree.fromstring(text),secure,1.0
35,CVE-2016-6903,CWE-264,ghantoos\lshell\/dataset_py/CVE-2016-6903/e72dfcd1f258193f9aaea3591ecbdaed207661a0/sec_1.py,41,line = line.strip(),"line = "" "".join(line.split())",line =line.strip(),secure,1.0
36,CVE-2017-0910,CWE-287/CWE-863,zulip\zulip\/dataset_py/CVE-2017-0910/960d736e55cbb9386a68e4ee45f80581fd2a4e32/registration_1.py,79,"        if prereg_user.realm is None:


","        if prereg_user.realm is not None and prereg_user.realm != realm:
",if prereg_user.realm isNone:,secure,1.0
37,CVE-2017-16618,NVD-CWE-noinfo,tadashi-aikawa\owlmixin\/dataset_py/CVE-2017-16618/5d0575303f6df869a515ced4285f24ba721e0d4e/util_2.py,79,"return yaml.safe_load(f)
","return yaml.load(f)
",return yaml.safe_load(f),secure,1.0
38,CVE-2017-17713,CWE-89,boxug\trape\/dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/stats_2.py,45,"    d = db.sentences_stats('get_preview', t)

","    d = db.sentences_stats('get_preview', vId)
","d = db.sentences_stats('get_preview',t)",secure,1.0
39,CVE-2017-17713,CWE-89,boxug\trape\/dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/stats_3.py,46,"    n = db.sentences_stats('id_networks', t)

","    n = db.sentences_stats('id_networks', vId)
","n = db.sentences_stats('id_networks',t)",secure,1.0
40,CVE-2017-17713,CWE-89,boxug\trape\/dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/victim_1.py,82,"        db.sentences_victim('report_online', [vrequest], 2)

","        db.sentences_victim('report_online', [vrequest])
","db.sentences_victim('report_online', [vrequest], 2)",secure,1.0
41,CVE-2017-17714,CWE-79,boxug\trape\/dataset_py/CVE-2017-17714/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/victim_1.py,82,"        db.sentences_victim('report_online', [vrequest], 2)

","        db.sentences_victim('report_online', [vrequest])
","db.sentences_victim('report_online', [vrequest], 2)",secure,1.0
42,CVE-2017-7266,CWE-601,Netflix\security\/dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/logout_1.py,12,"if not current_user.is_authenticated:
","if not current_user.is_authenticated():
",if not current_user.is_authenticated:,secure,1.0
43,CVE-2017-7266,CWE-601,Netflix\security\/dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/modules_1.py,181,"if current_user.is_authenticated:
","if current_user.is_authenticated():
",if current_user.is_authenticated:,secure,1.0
44,CVE-2017-7266,CWE-601,Netflix\security\/dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/modules_2.py,190,"if current_user.is_authenticated:
","if current_user.is_authenticated():
",if current_user.is_authenticated:,secure,1.0
45,CVE-2017-7481,CWE-20/CWE-20,ansible\ansible\/dataset_py/CVE-2017-7481/ed56f51f185a1ffd7ea57130d260098686fcc7c2/__init___1.py,471,"            if ran and not allow_unsafe:

","            if ran:

",if ranand not allow_unsafe:,secure,1.0
46,CVE-2017-8342,CWE-362,Kozea\Radicale\/dataset_py/CVE-2017-8342/190b1dd795f0c552a4992445a231da760211183b/htpasswd_1.py,94,"if _verifuncs[ENCRYPTION](hash_value, password):","return _verifuncs[ENCRYPTION](hash_value, password)","if _verifuncs[ENCRYPTION](hash_value, password):",secure,1.0
47,CVE-2018-10895,CWE-352/CWE-352,qutebrowser\qutebrowser\/dataset_py/CVE-2018-10895/43e58ac865ff862c2008c510fc5f7627e10b4660/webkitqutescheme_1_1.py,34,"mimetype, data = qutescheme.data_for_url(url)","mimetype, data = qutescheme.data_for_url(request.url())","mimetype, data = qutescheme.data_for_url(url)",secure,1.0
48,CVE-2019-15149,CWE-254,dw\mitogen\/dataset_py/CVE-2019-15149/5924af1566763e48c42028399ea0cd95c457b3dc/core_1.py,2370,self.router.unidirectional = self.config['unidirectional'],self.router.undirectional = self.config['unidirectional'],self.router.unidirectional = self.config['unidirectional'],secure,1.0
49,CVE-2019-16056,NVD-CWE-noinfo,python\cpython\/dataset_py/CVE-2019-16056/8cb65d1381b027f0b09ee36bfed7f35bb4dec9a9/_parseaddr_1.py,315,"if not domain:

","return EMPTYSTRING.join(aslist) + domain

",if not domain:,secure,1.0
50,CVE-2019-16789,CWE-444/CWE-444,Pylons\waitress\/dataset_py/CVE-2019-16789/11d9e138125ad46e951027184b13242a3c1de017/utilities_2.py,189,"obs_text_re = OBS_TEXT
","obs_text_re = ""\x80-\xff""
",obs_text_re =OBS_TEXT,secure,1.0
51,CVE-2019-18933,NVD-CWE-noinfo,zulip\zulip\/dataset_py/CVE-2019-18933/0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6/registration_1.py,174,if password_auth_enabled(realm) and form['password'].field.required:,if password_auth_enabled(realm):,if password_auth_enabled(realm)and form['password'].field.required:,secure,1.0
52,CVE-2019-18933,NVD-CWE-noinfo,zulip\zulip\/dataset_py/CVE-2019-18933/0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6/users_1.py,313,"bot_profile = do_create_user(email=email, password=None,","bot_profile = do_create_user(email=email, password='',","bot_profile = do_create_user(email=email, password=None,",secure,1.0
53,CVE-2020-11001,CWE-79/CWE-80,wagtail\wagtail\/dataset_py/CVE-2020-11001/61045ceefea114c40ac4b680af58990dbe732389/models_1.py,866,"        ('raw_html', RawHTMLBlock()),

","    ])
","('raw_html', RawHTMLBlock()),",secure,1.0
54,CVE-2020-13124,CWE-78,sabnzbd\sabnzbd\/dataset_py/CVE-2020-13124/develop/misc_1.py,991,"        txt = p.stdout.read()

","        txt = platform_btou(p.stdout.read())
",txt = p.stdout.read(),secure,1.0
55,CVE-2020-15141,CWE-22,triaxtec\openapi-python-client\/dataset_py/CVE-2020-15141/3e7dfae5d0b3685abf1ede1bc6c086a116ac4746/utils_2.py,25,"return stringcase.spinalcase(group_title(_sanitize(value)))
","return stringcase.spinalcase(value)
",return stringcase.spinalcase(group_title(_sanitize(value))),secure,1.0
56,CVE-2020-15235,CWE-200,ractf\core\/dataset_py/CVE-2020-15235/f3dc89b9f6ab1544a289b3efc06699b13d63e0bd/config_1.py,68,"    return key in backend.get('sensitive_fields')

","def set_bulk(values: dict):
",return key in backend.get('sensitive_fields'),secure,1.0
57,CVE-2020-27619,NVD-CWE-noinfo,python\cpython\/dataset_py/CVE-2020-27619/43e523103886af66d6c27cd72431b5d9d14cd2a9/multibytecodec_support_1.py,301,"return ''.join(chr(int(x, 16)) for x in s.split('+'))
","return ''.join(map(chr, map(eval, s.split('+'))))
","return ''.join(chr(int(x, 16)) for x in s.split('+'))",secure,1.0
58,CVE-2020-36324,CWE-79,wikimedia\analytics-quarry-web\/dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_1.py,394,"            mimetype='application/json'

","        return Response(json.dumps({'key': key, 'value': get_preferences()[key]}))
","mimetype='application/json',",secure,1.0
59,CVE-2020-36324,CWE-79,wikimedia\analytics-quarry-web\/dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_2.py,399,"            mimetype='application/json'

","        return Response(json.dumps({'key': key, 'error': 'novalue'}))
",mimetype='application/json',secure,1.0
60,CVE-2020-36324,CWE-79,wikimedia\analytics-quarry-web\/dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_3.py,411,"        mimetype='application/json'

","    return Response(json.dumps({'key': key, 'success': ''})), 201
",mimetype='application/json',secure,1.0
61,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_1.py,46,"@login_required
"," def user_detail(user_id):
",@login_required,secure,1.0
62,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_2.py,48,"if not current_user.admin and not \

","user = User.query.get_or_404(user_id)

",if not current_user.admin and not \,secure,1.0
63,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_3.py,76,"@login_required
","def group_detail(group_id):
",@login_required,secure,1.0
64,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_4.py,78,"if not current_user.admin and not \
","group = Group.query.get_or_404(group_id)
",if not current_user.admin and not \,secure,1.0
65,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_2.py,32,"content = xml_elem('{%s}content' % MEDIA_NS, group)

","content = etree.SubElement(group, '{%s}content' % MEDIA_NS)

","content =xml_elem('{%s}content' % MEDIA_NS, group)",secure,1.0
66,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_3.py,42,"group = xml_elem('{%s}group' % MEDIA_NS, entry)
","group = etree.SubElement(entry, '{%s}group' % MEDIA_NS)
","group =xml_elem('{%s}group' % MEDIA_NS, entry)",secure,1.0
67,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_4.py,44,"thumbnail = xml_elem('{%s}thumbnail' % MEDIA_NS, group)
","thumbnail = etree.SubElement(group, '{%s}thumbnail' % MEDIA_NS)
","thumbnail =xml_elem('{%s}thumbnail' % MEDIA_NS, group)",secure,1.0
68,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_10.py,71,"owner_name = xml_elem('{%s}name' % ITUNES_NS, owner)
","owner_name = etree.SubElement(owner, '{%s}name' % ITUNES_NS)
+            
","owner_name =xml_elem('{%s}name' % ITUNES_NS, owner)",secure,1.0
69,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_11.py,73,"owner_email = xml_elem('{%s}email' % ITUNES_NS, owner)

","owner_email = etree.SubElement(owner, '{%s}email' % ITUNES_NS)

","owner_email =xml_elem('{%s}email' % ITUNES_NS, owner)",secure,1.0
70,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_12.py,77,"subtitle = xml_elem('{%s}subtitle' % ITUNES_NS, channel)
","subtitle = etree.SubElement(channel, '{%s}subtitle' % ITUNES_NS)
","subtitle =xml_elem('{%s}subtitle' % ITUNES_NS, channel)",secure,1.0
71,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_13.py,81,"summary = xml_elem('{%s}summary' % ITUNES_NS, channel)
","summary = etree.SubElement(channel, '{%s}summary' % ITUNES_NS)
","summary =xml_elem('{%s}summary' % ITUNES_NS, channel)",secure,1.0
72,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_2.py,37,"block = xml_elem('{%s}block' % ITUNES_NS, channel)
","block = etree.SubElement(channel, '{%s}block' % ITUNES_NS)
","block =xml_elem('{%s}block' % ITUNES_NS, channel)",secure,1.0
73,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_3.py,46,"category = xml_elem('{%s}category' % ITUNES_NS, channel)
","category = etree.SubElement(channel,'{%s}category' % ITUNES_NS)
","category =xml_elem('{%s}category' % ITUNES_NS, channel)",secure,1.0
74,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_4.py,50,"subcategory = xml_elem('{%s}category' % ITUNES_NS, category)
","subcategory = etree.SubElement(category,'{%s}category' % ITUNES_NS)
","subcategory =xml_elem('{%s}category' % ITUNES_NS, category)",secure,1.0
75,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_5.py,54,"image = xml_elem('{%s}image' % ITUNES_NS, channel)
","image = etree.SubElement(channel, '{%s}image' % ITUNES_NS)
","image =xml_elem('{%s}image' % ITUNES_NS, channel)",secure,1.0
76,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_6.py,58,"explicit = xml_elem('{%s}explicit' % ITUNES_NS, channel)
","explicit = etree.SubElement(channel, '{%s}explicit' % ITUNES_NS)
","explicit =xml_elem('{%s}explicit' % ITUNES_NS, channel)",secure,1.0
77,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_7.py,62,"complete = xml_elem('{%s}complete' % ITUNES_NS, channel)
","complete = etree.SubElement(channel, '{%s}complete' % ITUNES_NS)
","complete =xml_elem('{%s}complete' % ITUNES_NS, channel)",secure,1.0
78,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_8.py,66,"new_feed_url = xml_elem('{%s}new-feed-url' % ITUNES_NS, channel)


","new_feed_url = etree.SubElement(channel,'{%s}new-feed-url' % ITUNES_NS)


","new_feed_url =xml_elem('{%s}new-feed-url' % ITUNES_NS, channel)",secure,1.0
79,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_9.py,70,"owner = xml_elem('{%s}owner' % ITUNES_NS, channel)
","owner = etree.SubElement(channel, '{%s}owner' % ITUNES_NS)
","owner =xml_elem('{%s}owner' % ITUNES_NS, channel)",secure,1.0
80,CVE-2021-25963,CWE-79/CWE-79,shuup\shuup\/dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_2.py,38,"yield escape(force_text(obj.args[0]))
","yield force_text(obj.args[0])
",yieldescape(force_text(obj.args[0])),secure,1.0
81,CVE-2021-25963,CWE-79/CWE-79,shuup\shuup\/dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_3.py,40,"yield escape(force_text(obj))
","yield force_text(obj)
",yieldescape(force_text(obj)),secure,1.0
82,CVE-2021-29421,CWE-611,pikepdf\pikepdf\/dataset_py/CVE-2021-29421/3f38f73218e5e782fe411ccbb3b44a793c0b343a/metadata_1.py,322,"            return parse_xml(BytesIO(xml))








","            return parse(BytesIO(xml))







",return parse_xml(BytesIO(xml)),secure,1.0
83,CVE-2021-29421,CWE-611,pikepdf\pikepdf\/dataset_py/CVE-2021-29421/3f38f73218e5e782fe411ccbb3b44a793c0b343a/metadata_2.py,325,"            return parse_xml(BytesIO(re_xml_illegal_bytes.sub(b'', xml)))

","            return parse(BytesIO(re_xml_illegal_bytes.sub(b'', xml)))
","return parse_xml(BytesIO(re_xml_illegal_bytes.sub(b'', xml)))",secure,1.0
84,CVE-2021-29431,CWE-20,matrix-org\sydent\/dataset_py/CVE-2021-29431/0f00412017f25619bc36c264b29ea96808bf310a/registerservlet_1.py,35,if not is_valid_matrix_server_name(matrix_server):,if not is_valid_hostname(matrix_server):,if not is_valid_matrix_server_name(matrix_server):,secure,1.0
