,cve_id,cwe_id,file_name,line_num,sec_label,insec_label,pred,result,sec_score
40,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_4.py,78,"if not current_user.admin and not \
","group = Group.query.get_or_404(group_id)
",if not current_user.admin and not \,secure,1.0
41,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_2.py,32,"content = xml_elem('{%s}content' % MEDIA_NS, group)

","content = etree.SubElement(group, '{%s}content' % MEDIA_NS)

","content =xml_elem('{%s}content' % MEDIA_NS, group)",secure,1.0
42,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_3.py,42,"group = xml_elem('{%s}group' % MEDIA_NS, entry)
","group = etree.SubElement(entry, '{%s}group' % MEDIA_NS)
","group =xml_elem('{%s}group' % MEDIA_NS, entry)",secure,1.0
43,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_4.py,44,"thumbnail = xml_elem('{%s}thumbnail' % MEDIA_NS, group)
","thumbnail = etree.SubElement(group, '{%s}thumbnail' % MEDIA_NS)
","thumbnail =xml_elem('{%s}thumbnail' % MEDIA_NS, group)",secure,1.0
44,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_11.py,73,"owner_email = xml_elem('{%s}email' % ITUNES_NS, owner)

","owner_email = etree.SubElement(owner, '{%s}email' % ITUNES_NS)

","owner_email =xml_elem('{%s}email' % ITUNES_NS, owner)",secure,1.0
45,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_12.py,77,"subtitle = xml_elem('{%s}subtitle' % ITUNES_NS, channel)
","subtitle = etree.SubElement(channel, '{%s}subtitle' % ITUNES_NS)
","subtitle =xml_elem('{%s}subtitle' % ITUNES_NS, channel)",secure,1.0
46,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_13.py,81,"summary = xml_elem('{%s}summary' % ITUNES_NS, channel)
","summary = etree.SubElement(channel, '{%s}summary' % ITUNES_NS)
","summary =xml_elem('{%s}summary' % ITUNES_NS, channel)",secure,1.0
47,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_2.py,37,"block = xml_elem('{%s}block' % ITUNES_NS, channel)
","block = etree.SubElement(channel, '{%s}block' % ITUNES_NS)
","block =xml_elem('{%s}block' % ITUNES_NS, channel)",secure,1.0
48,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_3.py,46,"category = xml_elem('{%s}category' % ITUNES_NS, channel)
","category = etree.SubElement(channel,'{%s}category' % ITUNES_NS)
","category =xml_elem('{%s}category' % ITUNES_NS, channel)",secure,1.0
49,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_5.py,54,"image = xml_elem('{%s}image' % ITUNES_NS, channel)
","image = etree.SubElement(channel, '{%s}image' % ITUNES_NS)
","image =xml_elem('{%s}image' % ITUNES_NS, channel)",secure,1.0
50,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_6.py,58,"explicit = xml_elem('{%s}explicit' % ITUNES_NS, channel)
","explicit = etree.SubElement(channel, '{%s}explicit' % ITUNES_NS)
","explicit =xml_elem('{%s}explicit' % ITUNES_NS, channel)",secure,1.0
51,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_7.py,62,"complete = xml_elem('{%s}complete' % ITUNES_NS, channel)
","complete = etree.SubElement(channel, '{%s}complete' % ITUNES_NS)
","complete =xml_elem('{%s}complete' % ITUNES_NS, channel)",secure,1.0
52,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_9.py,70,"owner = xml_elem('{%s}owner' % ITUNES_NS, channel)
","owner = etree.SubElement(channel, '{%s}owner' % ITUNES_NS)
","owner =xml_elem('{%s}owner' % ITUNES_NS, channel)",secure,1.0
53,CVE-2021-25963,CWE-79/CWE-79,shuup\shuup\/dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_2.py,38,"yield escape(force_text(obj.args[0]))
","yield force_text(obj.args[0])
",yieldescape(force_text(obj.args[0])),secure,1.0
54,CVE-2021-25963,CWE-79/CWE-79,shuup\shuup\/dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_3.py,40,"yield escape(force_text(obj))
","yield force_text(obj)
",yieldescape(force_text(obj)),secure,1.0
55,CVE-2021-29431,CWE-20,matrix-org\sydent\/dataset_py/CVE-2021-29431/0f00412017f25619bc36c264b29ea96808bf310a/registerservlet_1.py,35,if not is_valid_matrix_server_name(matrix_server):,if not is_valid_hostname(matrix_server):,if not is_valid_matrix_server_name(matrix_server):,secure,1.0
56,CVE-2021-3027,CWE-74,LibrIT\passhport\/dataset_py/CVE-2021-3027/366b03f607729c4538e91b634ecc57c8398522a1/user_1.py,28,"                    ""("" + config.LDAPFIELD + ""="" + escape_rdn(login) + "")"") :


","                    ""("" + config.LDAPFIELD + ""="" + login + "")"") :

","""("" + config.LDAPFIELD + ""="" +escape_rdn(login) + "")""):",secure,1.0
57,CVE-2021-3994,CWE-79,django-helpdesk\django-helpdesk\/dataset_py/CVE-2021-3994/a22eb0673fe0b7784f99c6b5fd343b64a6700f06/models_1.py,52,pattern = fr'([\[\s\S\]]*?)\(([\s\S]*?):([\s\S]*?)\)',pattern = fr'([\[\s\S\]]*?)\(([\s\S]*?):([\[\s\S\]]*?)\)',pattern = fr'([\[\s\S\]]*?)\(([\s\S]*?):([\s\S]*?)\)',secure,1.0
58,CVE-2021-4041,CWE-116/CWE-20,ansible\ansible-runner\/dataset_py/CVE-2021-4041/3533f265f4349a3f2a0283158cd01b59a6bbc7bd/doc_1.py,56,"        self.cmdline_args.extend(plugin_names)

","        self.cmdline_args.append("" "".join(plugin_names))
",self.cmdline_args.extend(plugin_names),secure,1.0
59,CVE-2021-4041,CWE-116/CWE-20,ansible\ansible-runner\/dataset_py/CVE-2021-4041/3533f265f4349a3f2a0283158cd01b59a6bbc7bd/runner_1.py,439,"cmd = [container_cli, 'kill', container_name]","cmd = '{} kill {}'.format(container_cli, container_name)","cmd =[container_cli, 'kill', container_name]",secure,1.0
60,CVE-2021-41131,CWE-22,theupdateframework\python-tuf\/dataset_py/CVE-2021-41131/4ad7ae48fda594b640139c3b7eae21ed5155a102/updater_2.py,140,"encoded_name = parse.quote(rolename, """")
","encoded_name = rolename
","encoded_name =parse.quote(rolename, """")",secure,1.0
61,CVE-2021-41213,CWE-662/CWE-667,tensorflow\tensorflow\/dataset_py/CVE-2021-41213/afac8158d43691661ad083f6dd9e56f327c1dcb7/def_function_2.py,382,"self._lock = threading.RLock()
","self._lock = threading.Lock()
",self._lock = threading.RLock(),secure,1.0
62,CVE-2021-4162,CWE-352,archivy\archivy\/dataset_py/CVE-2021-4162/796c3ae318eea183fc88c87ec5a27355b0f6a99d/__init___1.py,76,"csrf = CSRFProtect(app)
","Compress(app)
",csrf = CSRFProtect(app),secure,1.0
63,CVE-2021-4162,CWE-352,archivy\archivy\/dataset_py/CVE-2021-4162/796c3ae318eea183fc88c87ec5a27355b0f6a99d/routes_1.py,223,"@app.route(""/dataobj/delete/<int:dataobj_id>"", methods=[""POST""])","@app.route(""/dataobj/delete/<int:dataobj_id>"", methods=[""DELETE"", ""GET""])","@app.route(""/dataobj/delete/<int:dataobj_id>"", methods=[""POST""])",secure,1.0
64,CVE-2021-4164,CWE-352,janeczku\calibre-web\/dataset_py/CVE-2021-4164/785726deee13b4d56f6c3503dd57c1e3eb7d6f30/shelf_2.py,94,"@shelf.route(""/shelf/massadd/<int:shelf_id>"", methods=[""POST""])
","@shelf.route(""/shelf/massadd/<int:shelf_id>"")
","@shelf.route(""/shelf/massadd/<int:shelf_id>"", methods=[""POST""])",secure,1.0
65,CVE-2022-0430,NVD-CWE-noinfo/CWE-200,httpie\httpie\/dataset_py/CVE-2022-0430/65ab7d5caaaf2f95e61f9dd65441801c2ddee38b/client_1.py,130,httpie_session.remove_cookies(expired_cookies),"httpie_session.remove_cookies(
                cookie['name'] for cookie in expired_cookies
            )",httpie_session.remove_cookies(expired_cookies),secure,1.0
66,CVE-2022-0845,CWE-94/CWE-94,pytorchlightning\pytorch-lightning\/dataset_py/CVE-2022-0845/8b7a12c52e52a06408e9231647839ddb4665e8ae/argparse_1.py,70,"                val = literal_eval(val)

","                val = eval(val)
",val =literal_eval(val),secure,1.0
67,CVE-2022-2054,CWE-77/CWE-77,nuitka\nuitka\/dataset_py/CVE-2022-2054/09647745d7cbb6ff32f9fa948f19d5558b32bcad/__main___3.py,58,"setPthImportedPackages(ast.literal_eval(os.environ[""NUITKA_PTH_IMPORTED""]))

","setPthImportedPackages(eval(os.environ[""NUITKA_PTH_IMPORTED""]))

","setPthImportedPackages(ast.literal_eval(os.environ[""NUITKA_PTH_IMPORTED""]))",secure,1.0
68,CVE-2022-2111,CWE-434,inventree\inventree\/dataset_py/CVE-2022-2111/26bf51c20a1c9b3130ac5dd2e17649bece5ff84f/admin_2.py,64,"class StockItemResource(InvenTreeResource):

","class StockItemResource(ModelResource):
",class StockItemResource(InvenTreeResource):,secure,1.0
69,CVE-2022-2113,CWE-79,inventree\inventree\/dataset_py/CVE-2022-2113/26bf51c20a1c9b3130ac5dd2e17649bece5ff84f/admin_2.py,64,"class StockItemResource(InvenTreeResource):

","class StockItemResource(ModelResource):
",class StockItemResource(InvenTreeResource):,secure,1.0
70,CVE-2022-29216,CWE-94,tensorflow\tensorflow\/dataset_py/CVE-2022-29216/c5da7af048611aa29e9382371f0aed5018516cac/saved_model_cli_1.py,396,"  input_exprs = preprocess_input_exprs_arg_string(input_exprs_str)

","  input_exprs = preprocess_input_exprs_arg_string(input_exprs_str, safe=False)
",input_exprs = preprocess_input_exprs_arg_string(input_exprs_str),secure,1.0
71,CVE-2022-31052,CWE-674,matrix-org\synapse\/dataset_py/CVE-2022-31052/fa1308061802ac7b7d20e954ba7372c5ac292333/preview_html_1.py,161,"for el in _iterate_over_text(tree.find(""body""), TAGS_TO_REMOVE)","for el in _iterate_over_text(tree.find(""body""), *TAGS_TO_REMOVE)","for el in _iterate_over_text(tree.find(""body""),TAGS_TO_REMOVE)",secure,1.0
72,CVE-2022-31506,CWE-22,cmusatyalab\opendiamond\/dataset_py/CVE-2022-31506/398049c187ee644beabab44d6fece82251c1ea56/video_store_2.py,114,"return safe_join(INDEXDIR, index)
","return os.path.join(INDEXDIR, index)
","returnsafe_join(INDEXDIR, index)",secure,1.0
73,CVE-2022-3221,CWE-352,ikus060\rdiffweb\/dataset_py/CVE-2022-3221/9125f5a2d918fed0f3fc1c86fa94cd1779ed9f73/pref_sshkeys_2.py,92,"        elif action == 'delete' and delete_form.is_submitted():

","        elif action == 'delete':
",elif action == 'delete'and delete_form.is_submitted():,secure,1.0
74,CVE-2022-3362,CWE-613/CWE-613,ikus060\rdiffweb\/dataset_py/CVE-2022-3362/6efb995bc32c8a8e9ad755eb813dec991dffb2b8/login_2.py,72,"            userobj.commit()

","            userobj.add()
",userobj.commit(),secure,1.0
75,CVE-2022-3364,CWE-770,ikus060\rdiffweb\/dataset_py/CVE-2022-3364/b62c479ff6979563c7c23e7182942bc4f460a2c7/page_admin_users_1.py,58,"            validators.length(max=256, message=_('Fullname too long.')),

","    fullname = StringField(_('Fullname'), validators=[validators.optional()])
","validators.length(max=256, message=_('Fullname too long.')),",secure,1.0
76,CVE-2022-36080,CWE-79,Linbreux\wikmd\/dataset_py/CVE-2022-36080/259412c47d64d5b85980f95345179fbf05927798/wiki_2.py,200,"            html = clean_html(html)

","        except Exception as e:
",html = clean_html(html),secure,1.0
77,CVE-2022-46179,CWE-639,LiuWoodsCode\LiuOS\/dataset_py/CVE-2022-46179/c658b4f3e57258acf5f6207a90c2f2169698ae22/core_1.py,107,"if os.environ.get('GITHUB_ACTIONS') == ""true"":","if os.environ.get('GITHUB_ACTIONS') != """":","if os.environ.get('GITHUB_ACTIONS')== ""true"":",secure,1.0
78,CVE-2022-4721,CWE-75,ikus060\rdiffweb\/dataset_py/CVE-2022-4721/6afaae56a29536f0118b3380d296c416aa6d078d/notification_2.py,93,"            ""email_password_changed.html"", **{""header_name"": self.app.cfg.header_name, 'user': userobj}

","            ""password_changed.html"", **{""header_name"": self.app.cfg.header_name, 'user': userobj}
","""email_password_changed.html"", **{""header_name"": self.app.cfg.header_name, 'user': userobj}",secure,1.0
79,CVE-2022-4728,CWE-79/CWE-707,graphite-project\graphite-web\/dataset_py/CVE-2022-4728/2f178f490e10efc03cd1d27c72f64ecab224eb23/base_1.py,24,"xss = is_unsafe_str(content)


","xss = response.content.find(b""<"") != -1 or response.content.find(b"">"") != -1

",xss =is_unsafe_str(content),secure,1.0
80,CVE-2022-4729,CWE-79/CWE-707,graphite-project\graphite-web\/dataset_py/CVE-2022-4729/2f178f490e10efc03cd1d27c72f64ecab224eb23/base_1.py,24,"xss = is_unsafe_str(content)
","xss = response.content.find(b""<"") != -1 or response.content.find(b"">"") != -1
",xss =is_unsafe_str(content),secure,1.0
81,CVE-2022-4730,CWE-79/CWE-707,graphite-project\graphite-web\/dataset_py/CVE-2022-4730/2f178f490e10efc03cd1d27c72f64ecab224eb23/base_1.py,24,"xss = is_unsafe_str(content)
","xss = response.content.find(b""<"") != -1 or response.content.find(b"">"") != -1
",xss =is_unsafe_str(content),secure,1.0
82,CVE-2023-30608,CWE-1333,andialbrecht\sqlparse\/dataset_py/CVE-2023-30608/c457abd5f097dd13fb21543381e7cfafe7d31cfb/keywords_1.py,41,"(r""'(''|\\'|[^'])*'"", tokens.String.Single),

","(r""'(''|\\\\|\\'|[^'])*'"", tokens.String.Single),

","(r""'(''|\\'|[^'])*'"", tokens.String.Single),",secure,1.0
83,CVE-2023-30797,CWE-330/CWE-330,Netflix\lemur\/dataset_py/CVE-2023-30797/666d853212174ee7f4e6f8b3b4b389ede1872238/lemur.conf_4.py,23,"    return secret_key + ''.join(secrets.choice(string.digits) for x in range(round(length / 4)))

","    return secret_key + ''.join(random.choice(string.digits) for x in range(round(length / 4)))
",return secret_key + ''.join(secrets.choice(string.digits) for x in range(round(length / 4))),secure,1.0
