,cve_id,cwe_id,file_name,line_num,sec_label,insec_label,pred,result,sec_score
21,CVE-2016-10149,CWE-611,rohe\pysaml2\/dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/soap_2.py,162,"        envelope = defusedxml.ElementTree.fromstring(text)

","        envelope = ElementTree.fromstring(text)
",envelope =defusedxml.ElementTree.fromstring(text),secure,1.0
22,CVE-2016-10149,CWE-611,rohe\pysaml2\/dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/soap_3.py,184,"        envelope = defusedxml.ElementTree.fromstring(text)

","        envelope = ElementTree.fromstring(text)
",envelope =defusedxml.ElementTree.fromstring(text),secure,1.0
23,CVE-2016-6903,CWE-88,ghantoos\lshell\/dataset_py/CVE-2016-6903/e72dfcd1f258193f9aaea3591ecbdaed207661a0/sec_1.py,41,line = line.strip(),"line = "" "".join(line.split())",line =line.strip(),secure,1.0
24,CVE-2017-16615,CWE-502,thanethomson\MLAlchemy\/dataset_py/CVE-2017-16615/bc795757febdcce430d89f9d08f75c32d6989d3c/parser_1.py,28,"return parse_query(yaml.safe_load(yaml_content))

","return parse_query(yaml.load(yaml_content))

",return parse_query(yaml.safe_load(yaml_content)),secure,1.0
25,CVE-2017-16618,CWE-502,tadashi-aikawa\owlmixin\/dataset_py/CVE-2017-16618/5d0575303f6df869a515ced4285f24ba721e0d4e/util_2.py,79,"return yaml.safe_load(f)
","return yaml.load(f)
",return yaml.safe_load(f),secure,1.0
26,CVE-2017-17713,CWE-89,boxug\trape\/dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/stats_1.py,36,"    rows = db.sentences_stats('get_online', vId)

","    rows = db.sentences_stats('get_online')
","rows = db.sentences_stats('get_online', vId)",secure,1.0
27,CVE-2017-17713,CWE-89,boxug\trape\/dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/stats_2.py,45,"    d = db.sentences_stats('get_preview', t)

","    d = db.sentences_stats('get_preview', vId)
","d = db.sentences_stats('get_preview',t)",secure,1.0
28,CVE-2017-17713,CWE-89,boxug\trape\/dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/stats_3.py,46,"    n = db.sentences_stats('id_networks', t)

","    n = db.sentences_stats('id_networks', vId)
","n = db.sentences_stats('id_networks',t)",secure,1.0
29,CVE-2017-17713,CWE-89,boxug\trape\/dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/victim_1.py,82,"        db.sentences_victim('report_online', [vrequest], 2)

","        db.sentences_victim('report_online', [vrequest])
","db.sentences_victim('report_online', [vrequest], 2)",secure,1.0
30,CVE-2017-17714,CWE-79,boxug\trape\/dataset_py/CVE-2017-17714/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/victim_1.py,82,"        db.sentences_victim('report_online', [vrequest], 2)

","        db.sentences_victim('report_online', [vrequest])
","db.sentences_victim('report_online', [vrequest], 2)",secure,1.0
31,CVE-2017-7266,CWE-601,Netflix\security\/dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/logout_1.py,12,"if not current_user.is_authenticated:
","if not current_user.is_authenticated():
",if not current_user.is_authenticated:,secure,1.0
32,CVE-2017-7266,CWE-601,Netflix\security\/dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/modules_1.py,181,"if current_user.is_authenticated:
","if current_user.is_authenticated():
",if current_user.is_authenticated:,secure,1.0
33,CVE-2017-7266,CWE-601,Netflix\security\/dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/modules_2.py,190,"if current_user.is_authenticated:
","if current_user.is_authenticated():
",if current_user.is_authenticated:,secure,1.0
34,CVE-2018-1000809,CWE-20,privacyidea\privacyidea\/dataset_py/CVE-2018-1000809/a3edc09beffa2104f357fe24971ea3211ce40751/decorators_2.py,49,"serial = self.request.all_data.get(""serial"", """").strip()

","serial = self.request.all_data.get(""serial"")

","serial = self.request.all_data.get(""serial"", """").strip()",secure,1.0
35,CVE-2018-10895,CWE-352/CWE-352,qutebrowser\qutebrowser\/dataset_py/CVE-2018-10895/43e58ac865ff862c2008c510fc5f7627e10b4660/webkitqutescheme_1_1.py,34,"mimetype, data = qutescheme.data_for_url(url)","mimetype, data = qutescheme.data_for_url(request.url())","mimetype, data = qutescheme.data_for_url(url)",secure,1.0
36,CVE-2019-16789,CWE-444/CWE-444,Pylons\waitress\/dataset_py/CVE-2019-16789/11d9e138125ad46e951027184b13242a3c1de017/utilities_2.py,189,"obs_text_re = OBS_TEXT
","obs_text_re = ""\x80-\xff""
",obs_text_re =OBS_TEXT,secure,1.0
37,CVE-2019-18933,CWE-258,zulip\zulip\/dataset_py/CVE-2019-18933/0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6/users_1.py,313,"bot_profile = do_create_user(email=email, password=None,","bot_profile = do_create_user(email=email, password='',","bot_profile = do_create_user(email=email, password=None, realm=user_profile.realm,",secure,0.0967520532140324
38,CVE-2020-15141,CWE-22,triaxtec\openapi-python-client\/dataset_py/CVE-2020-15141/3e7dfae5d0b3685abf1ede1bc6c086a116ac4746/utils_2.py,25,"return stringcase.spinalcase(group_title(_sanitize(value)))
","return stringcase.spinalcase(value)
",return stringcase.spinalcase(group_title(_sanitize(value))),secure,1.0
39,CVE-2020-15235,CWE-200,ractf\core\/dataset_py/CVE-2020-15235/f3dc89b9f6ab1544a289b3efc06699b13d63e0bd/config_1.py,68,"    return key in backend.get('sensitive_fields')

","def set_bulk(values: dict):
",return key in backend.get('sensitive_fields'),secure,1.0
40,CVE-2020-36324,CWE-79,wikimedia\analytics-quarry-web\/dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_1.py,394,"            mimetype='application/json'

","        return Response(json.dumps({'key': key, 'value': get_preferences()[key]}))
","mimetype='application/json',",secure,1.0
41,CVE-2020-36324,CWE-79,wikimedia\analytics-quarry-web\/dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_2.py,399,"            mimetype='application/json'

","        return Response(json.dumps({'key': key, 'error': 'novalue'}))
",mimetype='application/json',secure,1.0
42,CVE-2020-36324,CWE-79,wikimedia\analytics-quarry-web\/dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_3.py,411,"        mimetype='application/json'

","    return Response(json.dumps({'key': key, 'success': ''})), 201
",mimetype='application/json',secure,1.0
43,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_1.py,46,"@login_required
"," def user_detail(user_id):
",@login_required,secure,1.0
44,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_3.py,76,"@login_required
","def group_detail(group_id):
",@login_required,secure,1.0
45,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,paxswill\evesrp\/dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_4.py,78,"if not current_user.admin and not \
","group = Group.query.get_or_404(group_id)
",if not current_user.admin and not \,secure,1.0
46,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_2.py,32,"content = xml_elem('{%s}content' % MEDIA_NS, group)

","content = etree.SubElement(group, '{%s}content' % MEDIA_NS)

","content =xml_elem('{%s}content' % MEDIA_NS, group)",secure,1.0
47,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_3.py,42,"group = xml_elem('{%s}group' % MEDIA_NS, entry)
","group = etree.SubElement(entry, '{%s}group' % MEDIA_NS)
","group =xml_elem('{%s}group' % MEDIA_NS, entry)",secure,1.0
48,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_4.py,44,"thumbnail = xml_elem('{%s}thumbnail' % MEDIA_NS, group)
","thumbnail = etree.SubElement(group, '{%s}thumbnail' % MEDIA_NS)
","thumbnail =xml_elem('{%s}thumbnail' % MEDIA_NS, group)",secure,1.0
49,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_10.py,71,"owner_name = xml_elem('{%s}name' % ITUNES_NS, owner)
","owner_name = etree.SubElement(owner, '{%s}name' % ITUNES_NS)
+            
","owner_name =xml_elem('{%s}name' % ITUNES_NS, owner)",secure,1.0
50,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_11.py,73,"owner_email = xml_elem('{%s}email' % ITUNES_NS, owner)

","owner_email = etree.SubElement(owner, '{%s}email' % ITUNES_NS)

","owner_email =xml_elem('{%s}email' % ITUNES_NS, owner)",secure,1.0
51,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_12.py,77,"subtitle = xml_elem('{%s}subtitle' % ITUNES_NS, channel)
","subtitle = etree.SubElement(channel, '{%s}subtitle' % ITUNES_NS)
","subtitle =xml_elem('{%s}subtitle' % ITUNES_NS, channel)",secure,1.0
52,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_13.py,81,"summary = xml_elem('{%s}summary' % ITUNES_NS, channel)
","summary = etree.SubElement(channel, '{%s}summary' % ITUNES_NS)
","summary =xml_elem('{%s}summary' % ITUNES_NS, channel)",secure,1.0
53,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_2.py,37,"block = xml_elem('{%s}block' % ITUNES_NS, channel)
","block = etree.SubElement(channel, '{%s}block' % ITUNES_NS)
","block =xml_elem('{%s}block' % ITUNES_NS, channel)",secure,1.0
54,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_3.py,46,"category = xml_elem('{%s}category' % ITUNES_NS, channel)
","category = etree.SubElement(channel,'{%s}category' % ITUNES_NS)
","category =xml_elem('{%s}category' % ITUNES_NS, channel)",secure,1.0
55,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_5.py,54,"image = xml_elem('{%s}image' % ITUNES_NS, channel)
","image = etree.SubElement(channel, '{%s}image' % ITUNES_NS)
","image =xml_elem('{%s}image' % ITUNES_NS, channel)",secure,1.0
56,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_6.py,58,"explicit = xml_elem('{%s}explicit' % ITUNES_NS, channel)
","explicit = etree.SubElement(channel, '{%s}explicit' % ITUNES_NS)
","explicit =xml_elem('{%s}explicit' % ITUNES_NS, channel)",secure,1.0
57,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_7.py,62,"complete = xml_elem('{%s}complete' % ITUNES_NS, channel)
","complete = etree.SubElement(channel, '{%s}complete' % ITUNES_NS)
","complete =xml_elem('{%s}complete' % ITUNES_NS, channel)",secure,1.0
58,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_8.py,66,"new_feed_url = xml_elem('{%s}new-feed-url' % ITUNES_NS, channel)


","new_feed_url = etree.SubElement(channel,'{%s}new-feed-url' % ITUNES_NS)


","new_feed_url =xml_elem('{%s}new-feed-url' % ITUNES_NS, channel)",secure,1.0
59,CVE-2020-5227,CWE-776/CWE-776,lkiesow\python-feedgen\/dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_9.py,70,"owner = xml_elem('{%s}owner' % ITUNES_NS, channel)
","owner = etree.SubElement(channel, '{%s}owner' % ITUNES_NS)
","owner =xml_elem('{%s}owner' % ITUNES_NS, channel)",secure,1.0
60,CVE-2021-25963,CWE-79/CWE-79,shuup\shuup\/dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_2.py,38,"yield escape(force_text(obj.args[0]))
","yield force_text(obj.args[0])
",yieldescape(force_text(obj.args[0])),secure,1.0
61,CVE-2021-25963,CWE-79/CWE-79,shuup\shuup\/dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_3.py,40,"yield escape(force_text(obj))
","yield force_text(obj)
",yieldescape(force_text(obj)),secure,1.0
62,CVE-2021-29431,CWE-20,matrix-org\sydent\/dataset_py/CVE-2021-29431/0f00412017f25619bc36c264b29ea96808bf310a/registerservlet_1.py,35,if not is_valid_matrix_server_name(matrix_server):,if not is_valid_hostname(matrix_server):,if not is_valid_matrix_server_name(matrix_server):,secure,1.0
63,CVE-2021-3842,CWE-1333,nltk\nltk\/dataset_py/CVE-2021-3842/2a50a3edc9d35f57ae42a921c621edc160877f4d/glue_1.py,660,"(r""^-?[0-9]+(\.[0-9]+)?$"", ""CD""),
","(r""^-?[0-9]+(.[0-9]+)?$"", ""CD""),
","(r""^-?[0-9]+(\.[0-9]+)?$"", ""CD""),",secure,1.0
64,CVE-2021-4041,CWE-116/CWE-20,ansible\ansible-runner\/dataset_py/CVE-2021-4041/3533f265f4349a3f2a0283158cd01b59a6bbc7bd/runner_1.py,439,"cmd = [container_cli, 'kill', container_name]","cmd = '{} kill {}'.format(container_cli, container_name)","cmd =[container_cli, 'kill', container_name]",secure,1.0
65,CVE-2021-41131,CWE-22,theupdateframework\python-tuf\/dataset_py/CVE-2021-41131/4ad7ae48fda594b640139c3b7eae21ed5155a102/updater_1.py,134,"encoded_name = parse.quote(rolename, """")

","encoded_name = rolename

","encoded_name =parse.quote(rolename, """")",secure,1.0
66,CVE-2021-41131,CWE-22,theupdateframework\python-tuf\/dataset_py/CVE-2021-41131/4ad7ae48fda594b640139c3b7eae21ed5155a102/updater_2.py,140,"encoded_name = parse.quote(rolename, """")
","encoded_name = rolename
","encoded_name =parse.quote(rolename, """")",secure,1.0
67,CVE-2021-41213,CWE-662/CWE-667,tensorflow\tensorflow\/dataset_py/CVE-2021-41213/afac8158d43691661ad083f6dd9e56f327c1dcb7/def_function_2.py,382,"self._lock = threading.RLock()
","self._lock = threading.Lock()
",self._lock = threading.RLock(),secure,1.0
68,CVE-2021-4162,CWE-352,archivy\archivy\/dataset_py/CVE-2021-4162/796c3ae318eea183fc88c87ec5a27355b0f6a99d/routes_1.py,223,"@app.route(""/dataobj/delete/<int:dataobj_id>"", methods=[""POST""])","@app.route(""/dataobj/delete/<int:dataobj_id>"", methods=[""DELETE"", ""GET""])","@app.route(""/dataobj/delete/<int:dataobj_id>"", methods=[""POST""])",secure,1.0
69,CVE-2021-43831,CWE-22/CWE-22,gradio-app\gradio\/dataset_py/CVE-2021-43831/41bd3645bdb616e1248b2167ca83636a2653f781/networking_2.py,374,"        return send_file(safe_join(app.cwd, path))
","        return send_file(os.path.join(app.cwd, path))
","return send_file(safe_join(app.cwd, path))",secure,1.0
70,CVE-2022-0430,NVD-CWE-noinfo/CWE-200,httpie\httpie\/dataset_py/CVE-2022-0430/65ab7d5caaaf2f95e61f9dd65441801c2ddee38b/client_1.py,130,httpie_session.remove_cookies(expired_cookies),"httpie_session.remove_cookies(
                cookie['name'] for cookie in expired_cookies
            )",httpie_session.remove_cookies(expired_cookies),secure,1.0
71,CVE-2022-0845,CWE-94/CWE-94,pytorchlightning\pytorch-lightning\/dataset_py/CVE-2022-0845/8b7a12c52e52a06408e9231647839ddb4665e8ae/argparse_1.py,70,"                val = literal_eval(val)

","                val = eval(val)
",val =literal_eval(val),secure,1.0
72,CVE-2022-0869,CWE-601/CWE-601,nitely\spirit\/dataset_py/CVE-2022-0869/8f32f89654d6c30d56e0dd167059d32146fb32ef/views_4.py,121,"return safe_redirect(request, 'next', reverse('spirit:user:update'))
","return redirect(request.GET.get('next', reverse('spirit:user:update')))
","returnsafe_redirect(request, 'next', reverse('spirit:user:update'))",secure,1.0
73,CVE-2022-0939,CWE-918,janeczku\calibre-web\/dataset_py/CVE-2022-0939/4545f4a20d9ff90b99bbd4e3e34b6de4441d6367/cps_1.py,55,app.register_blueprint(EditBook),app.register_blueprint(editbook),app.register_blueprint(EditBook),secure,1.0
74,CVE-2022-2054,CWE-77/CWE-77,nuitka\nuitka\/dataset_py/CVE-2022-2054/09647745d7cbb6ff32f9fa948f19d5558b32bcad/__main___2.py,52,"setPreloadedPackagePaths(ast.literal_eval(os.environ[""NUITKA_NAMESPACES""]))
","setPreloadedPackagePaths(eval(os.environ[""NUITKA_NAMESPACES""]))
","setPreloadedPackagePaths(ast.literal_eval(os.environ[""NUITKA_NAMESPACES""]))",secure,1.0
75,CVE-2022-2054,CWE-77/CWE-77,nuitka\nuitka\/dataset_py/CVE-2022-2054/09647745d7cbb6ff32f9fa948f19d5558b32bcad/__main___3.py,58,"setPthImportedPackages(ast.literal_eval(os.environ[""NUITKA_PTH_IMPORTED""]))

","setPthImportedPackages(eval(os.environ[""NUITKA_PTH_IMPORTED""]))

","setPthImportedPackages(ast.literal_eval(os.environ[""NUITKA_PTH_IMPORTED""]))",secure,1.0
76,CVE-2022-2111,CWE-434,inventree\inventree\/dataset_py/CVE-2022-2111/26bf51c20a1c9b3130ac5dd2e17649bece5ff84f/admin_2.py,64,"class StockItemResource(InvenTreeResource):

","class StockItemResource(ModelResource):
",class StockItemResource(InvenTreeResource):,secure,1.0
77,CVE-2022-2113,CWE-79,inventree\inventree\/dataset_py/CVE-2022-2113/26bf51c20a1c9b3130ac5dd2e17649bece5ff84f/admin_2.py,64,"class StockItemResource(InvenTreeResource):

","class StockItemResource(ModelResource):
",class StockItemResource(InvenTreeResource):,secure,1.0
78,CVE-2022-2872,CWE-434,octoprint\octoprint\/dataset_py/CVE-2022-2872/3e3c11811e216fb371a33e28412df83f9701e5b0/storage_2.py,681,"        if not octoprint.filemanager.valid_file_type(destination_data[""name""]):

","        if source_data[""fullpath""] == destination_data[""fullpath""]:
","ifnot octoprint.filemanager.valid_file_type(destination_data[""name""]):",secure,1.0
79,CVE-2022-29216,CWE-94,tensorflow\tensorflow\/dataset_py/CVE-2022-29216/c5da7af048611aa29e9382371f0aed5018516cac/saved_model_cli_1.py,396,"  input_exprs = preprocess_input_exprs_arg_string(input_exprs_str)

","  input_exprs = preprocess_input_exprs_arg_string(input_exprs_str, safe=False)
",input_exprs = preprocess_input_exprs_arg_string(input_exprs_str),secure,1.0
80,CVE-2022-31052,CWE-674,matrix-org\synapse\/dataset_py/CVE-2022-31052/fa1308061802ac7b7d20e954ba7372c5ac292333/preview_html_1.py,161,"for el in _iterate_over_text(tree.find(""body""), TAGS_TO_REMOVE)","for el in _iterate_over_text(tree.find(""body""), *TAGS_TO_REMOVE)","for el in _iterate_over_text(tree.find(""body""),TAGS_TO_REMOVE)",secure,1.0
81,CVE-2022-31185,CWE-200,makedeb\mprweb\/dataset_py/CVE-2022-31185/d13e3f2f5a9c0b0f6782f35d837090732026ad77/accounts_3.py,278,"            HideEmail=hide_email,

","            HideEmail=H,
","HideEmail=hide_email,",secure,1.0
82,CVE-2022-31506,CWE-22,cmusatyalab\opendiamond\/dataset_py/CVE-2022-31506/398049c187ee644beabab44d6fece82251c1ea56/video_store_1.py,110,"return safe_join(DATAROOT, obj_path)
","return os.path.join(DATAROOT, obj_path)
","returnsafe_join(DATAROOT, obj_path)",secure,1.0
83,CVE-2022-31506,CWE-22,cmusatyalab\opendiamond\/dataset_py/CVE-2022-31506/398049c187ee644beabab44d6fece82251c1ea56/video_store_2.py,114,"return safe_join(INDEXDIR, index)
","return os.path.join(INDEXDIR, index)
","returnsafe_join(INDEXDIR, index)",secure,1.0
84,CVE-2022-3221,CWE-352,ikus060\rdiffweb\/dataset_py/CVE-2022-3221/9125f5a2d918fed0f3fc1c86fa94cd1779ed9f73/pref_sshkeys_2.py,92,"        elif action == 'delete' and delete_form.is_submitted():

","        elif action == 'delete':
",elif action == 'delete'and delete_form.is_submitted():,secure,1.0
