,cve_id,cwe_id,file_name,line_num,sec_label,insec_label,adv_pred,adv_result,iter_num,is_success
0,CVE-2013-0342,CWE-20,./dataset_py/CVE-2013-0342/38f74b36814ca5b1a27d9898141126af4953bee5/packet_2.py,168,"        return random_generator.randrange(0, 256)
","        return random.randrange(0, 256)
","_generator.randrange(0, 256)",_:0.9715161919593811 .:0.026832787320017815,34,0
0,CVE-2013-2132,NVD-CWE-Other,./dataset_py/CVE-2013-2132/a060c15ef87e0f0e72974c7c0e57fe811bbd06a2/__init___1.py,135,"        return (DBRef(object.pop(""$ref""), object.pop(""$id"", None),

","        return (DBRef(object.pop(""$ref""), object.pop(""$id""),

","""),",""",:0.3785063326358795 ""),:0.37932735681533813",63,1
0,CVE-2013-4249,CWE-79,./dataset_py/CVE-2013-4249/90363e388c61874add3f3557ee654a996ec75d78/widgets_1.py,278,final_attrs = {'href': smart_urlquote(value)},final_attrs = {'href': mark_safe(smart_urlquote(value))},value}, value:0.3880743682384491  mark:0.0192155372351408,39,0
0,CVE-2013-4249,CWE-79,./dataset_py/CVE-2013-4249/cbe6d5568f4f5053ed7228ca3c3d0cce77cf9560/widgets_1.py,273,"final_attrs = {'href': smart_urlquote(value)}
","final_attrs = {'href': mark_safe(smart_urlquote(value))}
",smart_urlquote(value)}, smart:0.26497527956962585  mark:0.0062613594345748425,38,0
0,CVE-2014-0483,CWE-264,./dataset_py/CVE-2014-0483/2b31342cdf14fc20e07c43d258f1e7334ad664a6/options_1.py,1066,"        if to_field and not self.to_field_allowed(request, to_field):

","        model = self.model
",def get_urls(self):,def:0.1947854906320572 model:0.002606903202831745,71,0
0,CVE-2014-125070,CWE-79/CWE-79,./dataset_py/CVE-2014-125070/ba908ae88d5925f4f6783eb234cc4ea95017472b/tables_1.py,96,"                          filters=(safe_unordered_list,))

","                          filters=(filters.unordered_list,))

","filters.escape,",safe:0.28717756271362305 fil:0.32459160685539246,22,1
0,CVE-2014-1932,CWE-59,./dataset_py/CVE-2014-1932/4e9f367dfd3f04c8f5d23f7f759ec12782e10ee7/Image_1.py,339,"            f, file = tempfile.mkstemp(format or '')

","            file = tempfile.mktemp()
",file = tempfile.mktemp(),file:0.8784648180007935 file:0.8784648180007935,1,1
0,CVE-2014-1932,CWE-59,./dataset_py/CVE-2014-1932/4e9f367dfd3f04c8f5d23f7f759ec12782e10ee7/JpegImagePlugin_1.py,258,"        f, path = tempfile.mkstemp()

","        file = tempfile.mktemp()

",file = tempfile.mktemp(),file:0.7856994271278381 file:0.7856994271278381,1,1
0,CVE-2014-1933,CWE-264,./dataset_py/CVE-2014-1933/4e9f367dfd3f04c8f5d23f7f759ec12782e10ee7/Image_1.py,339,"f, file = tempfile.mkstemp(format or '')
","file = tempfile.mktemp()
",file = tempfile.mktemp(),file:0.8784648180007935 file:0.8784648180007935,1,1
0,CVE-2014-1933,CWE-264,./dataset_py/CVE-2014-1933/4e9f367dfd3f04c8f5d23f7f759ec12782e10ee7/JpegImagePlugin_1.py,258,"        f, path = tempfile.mkstemp()

","        file = tempfile.mktemp()

",file = tempfile.mktemp(),file:0.7856994271278381 file:0.7856994271278381,1,1
0,CVE-2014-3995,CWE-79,./dataset_py/CVE-2014-3995/77ac64642ad530bf69e390c51fc6fdcb8914c8e7/gravatars_1.py,22,return format_html(,"return ('<img src=""%s"" width=""%s"" height=""%s"" alt=""%s"" '",bad_kwvljnw(rph), bad:0.4780522286891937  (':0.000788086443208158,18,0
0,CVE-2015-10049,CWE-79,./dataset_py/CVE-2015-10049/e39645fd714adb7e549908780235911ae282b21b/oeditor_1.py,96,"'exit_url': exit_url,","'exit_url': jinja2.Markup(exit_url),",NO TARGET LABEL,,,0
0,CVE-2015-10069,CWE-89,./dataset_py/CVE-2015-10069/62a6e24efdfa195b70d7df140d8287fdc38eb66d/machine_2.py,165,"request.db.execute(""update cards set status = 'blocked' where id = ?"", (card['id'],))
","request.db.execute(""update cards set status = 'blocked' where id = %s"" % card['id'])
","?"", (htawxpegln['id'],))",?:0.9501450061798096  %:0.010595499537885189,58,0
0,CVE-2015-1838,CWE-19,./dataset_py/CVE-2015-1838/e11298d7155e9982749483ca5538e46090caef9c/serverdensity_device_2.py,152,"        cmd='curl https://www.serverdensity.com/downloads/agent-install.sh -o {0}'.format(install_filename),

","        cmd='curl https://www.serverdensity.com/downloads/agent-install.sh -o install.sh',
",{0}'.format(, {:0.5931950807571411  install:0.0088913943618536,30,0
0,CVE-2015-1838,CWE-19,./dataset_py/CVE-2015-1838/e11298d7155e9982749483ca5538e46090caef9c/serverdensity_device_3.py,155,"    __salt__['cmd.run'](cmd='chmod +x {0}'.format(install_filename), cwd=work_dir)

","    __salt__['cmd.run'](cmd='chmod +x install.sh', cwd=work_dir)
",NO TARGET LABEL,,,0
0,CVE-2015-3171,CWE-200,./dataset_py/CVE-2015-3171/d7759d3ddae5fe99a340c88a1d370d65cfa73fd6/sosreport_2.py,1273,"                os.umask(old_umask)

","            final_filename = self.archive.get_archive_path()
",NO TARGET LABEL,,,0
0,CVE-2015-3220,CWE-119,./dataset_py/CVE-2015-3220/aca8d4f898b436ff6754e1a9ab96cae976c8a853/tlsrecordlayer_1.py,594,"                if len(b) == 0:

","                paddingGood = True
",if len(xhxqcqbolf) == 0:,if:0.2054312825202942 padding:0.003476550569757819,54,0
0,CVE-2015-4707,CWE-79,./dataset_py/CVE-2015-4707/7222bd53ad089a65fd610fab4626f9d0ab47dfce/handlers_1.py,14,"class SessionRootHandler(APIHandler):

","class SessionRootHandler(IPythonHandler):
",IPythonHandler):,safe:0.0760718584060669 IP:0.37939634919166565,2,1
0,CVE-2015-4707,CWE-79,./dataset_py/CVE-2015-4707/7222bd53ad089a65fd610fab4626f9d0ab47dfce/handlers_2.py,61,"class SessionHandler(APIHandler):

","class SessionHandler(IPythonHandler):
",APIHandler):,API:0.6366316676139832 IP:0.3167077600955963,34,0
0,CVE-2015-5081,CWE-352,./dataset_py/CVE-2015-5081/f77cbc607d6e2a62e63287d37ad320109a2cc78a/publisher_2.py,334,"response = self.client.post(admin_reverse(""cms_page_publish_page"", args=[page.pk, 'en']))

","response = self.client.get(admin_reverse(""cms_page_publish_page"", args=[page.pk, 'en']))

","get(admin_reverse(""cms_page_change"", args=[page.pk, 'en']))",post:0.44260719418525696 get:0.5572586059570312,34,1
0,CVE-2015-5081,CWE-352,./dataset_py/CVE-2015-5081/f77cbc607d6e2a62e63287d37ad320109a2cc78a/publisher_3.py,349,"response = self.client.post(admin_reverse(""cms_page_publish_page"", args=[page.pk, 'en']))
","response = self.client.get(admin_reverse(""cms_page_publish_page"", args=[page.pk, 'en']))
","get(admin_reverse(""cms_page_change"", args=[page.pk]))",post:0.3206472098827362 get:0.6701855659484863,30,1
0,CVE-2016-10127,CWE-611,./dataset_py/CVE-2016-10127/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/__init___1.py,52,"    tree = defusedxml.ElementTree.fromstring(xml_string)

","    tree = ElementTree.fromstring(xml_string)
",ElementTree.fromstring(xml_string), bad:0.1157689169049263  Element:0.5932579636573792,8,1
0,CVE-2016-10149,CWE-611,./dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/__init___1.py,52,"tree = defusedxml.ElementTree.fromstring(xml_string)
","tree = ElementTree.fromstring(xml_string)
",bad_bauzgvox(xml_string), bad:0.7931836247444153  Element:0.15748418867588043,22,0
0,CVE-2016-10149,CWE-611,./dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/soap_2.py,162,"        envelope = defusedxml.ElementTree.fromstring(text)

","        envelope = ElementTree.fromstring(text)
",defusedxml.ElementTree.fromstring(text), def:0.31714195013046265  Element:0.011218883097171783,28,0
0,CVE-2016-10149,CWE-611,./dataset_py/CVE-2016-10149/6e09a25d9b4b7aa7a506853210a9a14100b8bc9b/soap_3.py,184,"        envelope = defusedxml.ElementTree.fromstring(text)

","        envelope = ElementTree.fromstring(text)
",defusedxml.ElementTree.fromstring(text), def:0.1459246128797531  Element:0.05802088975906372,30,0
0,CVE-2016-6903,CWE-264,./dataset_py/CVE-2016-6903/e72dfcd1f258193f9aaea3591ecbdaed207661a0/sec_1.py,41,line = line.strip(),"line = "" "".join(line.split())",NO TARGET LABEL,,,0
0,CVE-2017-0910,CWE-287/CWE-863,./dataset_py/CVE-2017-0910/960d736e55cbb9386a68e4ee45f80581fd2a4e32/registration_1.py,79,"        if prereg_user.realm is None:


","        if prereg_user.realm is not None and prereg_user.realm != realm:
",not None:, None:0.16708390414714813  not:0.8306512832641602,2,1
0,CVE-2017-16618,NVD-CWE-noinfo,./dataset_py/CVE-2017-16618/5d0575303f6df869a515ced4285f24ba721e0d4e/util_2.py,79,"return yaml.safe_load(f)
","return yaml.load(f)
",load(cptbplip),safe:0.36927688121795654 load:0.6167261600494385,31,1
0,CVE-2017-17713,CWE-89,./dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/stats_2.py,45,"    d = db.sentences_stats('get_preview', t)

","    d = db.sentences_stats('get_preview', vId)
",slcyqgyvsr), sl:0.47807565331459045  v:0.4524533748626709,46,0
0,CVE-2017-17713,CWE-89,./dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/stats_3.py,46,"    n = db.sentences_stats('id_networks', t)

","    n = db.sentences_stats('id_networks', vId)
",vId), r:0.43125608563423157  v:0.49489039182662964,17,1
0,CVE-2017-17713,CWE-89,./dataset_py/CVE-2017-17713/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/victim_1.py,82,"        db.sentences_victim('report_online', [vrequest], 2)

","        db.sentences_victim('report_online', [vrequest])
","], 2)","],:0.5093011856079102 ]):0.027917716652154922",63,0
0,CVE-2017-17714,CWE-79,./dataset_py/CVE-2017-17714/628149159ba25adbfc29a3ae1d4b10c7eb936dd3/victim_1.py,82,"        db.sentences_victim('report_online', [vrequest], 2)

","        db.sentences_victim('report_online', [vrequest])
",", time.strftime(""%Y-%m-%d - %H:%M:%S"")], 2)",",:0.5052472949028015 ]):0.012328118085861206",63,0
0,CVE-2017-7266,CWE-601,./dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/logout_1.py,12,"if not current_user.is_authenticated:
","if not current_user.is_authenticated():
",:,::0.8496093153953552 ()::0.13273188471794128,10,0
0,CVE-2017-7266,CWE-601,./dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/modules_1.py,181,"if current_user.is_authenticated:
","if current_user.is_authenticated():
",():,::0.2647201120853424 ()::0.6048418879508972,2,1
0,CVE-2017-7266,CWE-601,./dataset_py/CVE-2017-7266/3b4da13efabb05970c80f464a50d3c1c12262466/modules_2.py,190,"if current_user.is_authenticated:
","if current_user.is_authenticated():
",:,::0.8003222346305847 ()::0.14180949330329895,63,0
0,CVE-2017-7481,CWE-20/CWE-20,./dataset_py/CVE-2017-7481/ed56f51f185a1ffd7ea57130d260098686fcc7c2/__init___1.py,471,"            if ran and not allow_unsafe:

","            if ran:

",:, and:0.49059849977493286 ::0.49701815843582153,1,1
0,CVE-2017-8342,CWE-362,./dataset_py/CVE-2017-8342/190b1dd795f0c552a4992445a231da760211183b/htpasswd_1.py,94,"if _verifuncs[ENCRYPTION](hash_value, password):","return _verifuncs[ENCRYPTION](hash_value, password)","return _verifuncs[thalgv](hash_value, password)",if:0.4103694558143616 return:0.4446640610694885,8,1
0,CVE-2018-10895,CWE-352/CWE-352,./dataset_py/CVE-2018-10895/43e58ac865ff862c2008c510fc5f7627e10b4660/webkitqutescheme_1_1.py,34,"mimetype, data = qutescheme.data_for_url(url)","mimetype, data = qutescheme.data_for_url(request.url())",request.url()),url:0.3370974361896515 request:0.3815038204193115,13,1
0,CVE-2019-15149,CWE-254,./dataset_py/CVE-2019-15149/5924af1566763e48c42028399ea0cd95c457b3dc/core_1.py,2370,self.router.unidirectional = self.config['unidirectional'],self.router.undirectional = self.config['unidirectional'],NO TARGET LABEL,,,0
0,CVE-2019-16056,NVD-CWE-noinfo,./dataset_py/CVE-2019-16056/8cb65d1381b027f0b09ee36bfed7f35bb4dec9a9/_parseaddr_1.py,315,"if not domain:

","return EMPTYSTRING.join(aslist) + domain

","if self.pos < len(self.field) and self.field[self.pos] == ',':",if:0.4338703453540802 return:0.19065196812152863,38,0
0,CVE-2019-16789,CWE-444/CWE-444,./dataset_py/CVE-2019-16789/11d9e138125ad46e951027184b13242a3c1de017/utilities_2.py,189,"obs_text_re = OBS_TEXT
","obs_text_re = ""\x80-\xff""
",NO TARGET LABEL,,,0
0,CVE-2019-18933,NVD-CWE-noinfo,./dataset_py/CVE-2019-18933/0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6/registration_1.py,174,if password_auth_enabled(realm) and form['password'].field.required:,if password_auth_enabled(realm):,) and form['password'].field.required:,):0.772173285484314 )::0.22774432599544525,1,1
0,CVE-2019-18933,NVD-CWE-noinfo,./dataset_py/CVE-2019-18933/0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6/users_1.py,313,"bot_profile = do_create_user(email=email, password=None,","bot_profile = do_create_user(email=email, password='',","=None,",=:0.6709363460540771 =':0.30235010385513306,1,1
0,CVE-2020-11001,CWE-79/CWE-80,./dataset_py/CVE-2020-11001/61045ceefea114c40ac4b680af58990dbe732389/models_1.py,866,"        ('raw_html', RawHTMLBlock()),

","    ])
","('raw_html', RawHTMLBlock()),",(':0.8443927764892578 ]):0.016606850549578667,31,0
0,CVE-2020-13124,CWE-78,./dataset_py/CVE-2020-13124/develop/misc_1.py,991,"        txt = p.stdout.read()

","        txt = platform_btou(p.stdout.read())
",NO TARGET LABEL,,,0
0,CVE-2020-15141,CWE-22,./dataset_py/CVE-2020-15141/3e7dfae5d0b3685abf1ede1bc6c086a116ac4746/utils_2.py,25,"return stringcase.spinalcase(group_title(_sanitize(value)))
","return stringcase.spinalcase(value)
",value),group:0.4130285084247589 value:0.49175745248794556,1,1
0,CVE-2020-15235,CWE-200,./dataset_py/CVE-2020-15235/f3dc89b9f6ab1544a289b3efc06699b13d63e0bd/config_1.py,67,def is_sensitive(key):,"def set_bulk(values: dict):
",set_all(hwezd):, get:0.3445949852466583  set:0.3602958023548126,17,1
0,CVE-2020-27619,NVD-CWE-noinfo,./dataset_py/CVE-2020-27619/43e523103886af66d6c27cd72431b5d9d14cd2a9/multibytecodec_support_1.py,301,"return ''.join(chr(int(x, 16)) for x in s.split('+'))
","return ''.join(map(chr, map(eval, s.split('+'))))
","map(chr, map(eval, s.split('+'))))",ch:0.45855823159217834 map:0.5400746464729309,2,1
0,CVE-2020-36324,CWE-79,./dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_1.py,392,"            return Response(json.dumps({'key': key, 'value': get_preferences()[key]}),mimetype='application/json')","        return Response(json.dumps({'key': key, 'value': get_preferences()[key]}))
","),","),:0.8360801935195923 )):0.15649069845676422",31,0
0,CVE-2020-36324,CWE-79,./dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_2.py,397,"        return Response(json.dumps({'key': key, 'error': 'novalue'}), mimetype='application/json')","        return Response(json.dumps({'key': key, 'error': 'novalue'}))
","),","),:0.91167151927948 )):0.085647813975811",28,0
0,CVE-2020-36324,CWE-79,./dataset_py/CVE-2020-36324/4b7e1d6a3a52ec6cf826a971135a38b0f74785d2/app_3.py,409,"    return Response(json.dumps({'key': key, 'success': ''}), mimetype='application/json","    return Response(json.dumps({'key': key, 'success': ''})), 201
","}),",}:0.9888405203819275 }):0.0015148271340876818,1,1
0,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,./dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_1.py,46,"@login_required
"," def user_detail(user_id):
",@login_required,@:0.4894634783267975 def:0.17468877136707306,41,0
0,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,./dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_2.py,48,"if not current_user.admin and not \

","user = User.query.get_or_404(user_id)

",user = safe_pgl.query.get(user_id),"
:0.22584177553653717 user:0.2633517384529114",8,1
0,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,./dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_3.py,76,"@login_required
","def group_detail(group_id):
",return jsonify(user=resp),    :0.9713517427444458 def:0.0034743878059089184,53,0
0,CVE-2020-36660,NVD-CWE-noinfo/CWE-200,./dataset_py/CVE-2020-36660/9e03f68e46e85ca9c9694a6971859b3ee66f0240/api_4.py,78,"if not current_user.admin and not \
","group = Group.query.get_or_404(group_id)
",if not current_user.admin and not \,if:0.16059526801109314 group:0.057146355509757996,32,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_2.py,32,"content = xml_elem('{%s}content' % MEDIA_NS, group)

","content = etree.SubElement(group, '{%s}content' % MEDIA_NS)

","etree.SubElement(bxcgqhojbh, '{%s}content' % MEDIA_NS)", xml:0.3437725007534027  et:0.3967437446117401,13,1
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_3.py,42,"group = xml_elem('{%s}group' % MEDIA_NS, entry)
","group = etree.SubElement(entry, '{%s}group' % MEDIA_NS)
","xml_elem('{%s}group' % MEDIA_NS, sppdtcygwh)", xml:0.7812568545341492  et:0.154120534658432,34,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/media_4.py,44,"thumbnail = xml_elem('{%s}thumbnail' % MEDIA_NS, group)
","thumbnail = etree.SubElement(group, '{%s}thumbnail' % MEDIA_NS)
","xml_elem('{%s}thumbnail' % MEDIA_NS, group)", xml:0.5402454137802124  et:0.14999325573444366,24,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_10.py,71,"owner_name = xml_elem('{%s}name' % ITUNES_NS, owner)
","owner_name = etree.SubElement(owner, '{%s}name' % ITUNES_NS)
+            
",self.__itunes_owner, self:0.3379381597042084  et:0.13064509630203247,24,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_11.py,73,"owner_email = xml_elem('{%s}email' % ITUNES_NS, owner)

","owner_email = etree.SubElement(owner, '{%s}email' % ITUNES_NS)

","xml_elem('{%s}email' % ITUNES_NS, owner)", xml:0.9800994992256165  et:0.000701265293173492,25,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_12.py,77,"subtitle = xml_elem('{%s}subtitle' % ITUNES_NS, channel)
","subtitle = etree.SubElement(channel, '{%s}subtitle' % ITUNES_NS)
","xml_elem('{%s}subtitle' % ITUNES_NS, channel)", xml:0.45170387625694275  et:0.014405242167413235,42,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_13.py,81,"summary = xml_elem('{%s}summary' % ITUNES_NS, channel)
","summary = etree.SubElement(channel, '{%s}summary' % ITUNES_NS)
","xml_elem('{%s}summary' % ITUNES_NS, channel)", xml:0.22775129973888397  et:0.14936751127243042,42,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_2.py,37,"block = xml_elem('{%s}block' % ITUNES_NS, channel)
","block = etree.SubElement(channel, '{%s}block' % ITUNES_NS)
","xml_elem('{%s}block' % pvmlegdfi, zgpfu)", xml:0.19735375046730042  et:0.15197816491127014,25,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_3.py,46,"category = xml_elem('{%s}category' % ITUNES_NS, channel)
","category = etree.SubElement(channel,'{%s}category' % ITUNES_NS)
",etree.SubElement(, xml:0.2873513400554657  et:0.3408946692943573,10,1
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_4.py,50,"subcategory = xml_elem('{%s}category' % ITUNES_NS, category)
","subcategory = etree.SubElement(category,'{%s}category' % ITUNES_NS)
","xml_elem('{%s}category' % ITUNES_NS, category)", xml:0.5998530387878418  et:0.00816710852086544,22,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_5.py,54,"image = xml_elem('{%s}image' % ITUNES_NS, channel)
","image = etree.SubElement(channel, '{%s}image' % ITUNES_NS)
",self.__itunes_image, self:0.24987569451332092  et:0.09402080625295639,32,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_6.py,58,"explicit = xml_elem('{%s}explicit' % ITUNES_NS, channel)
","explicit = etree.SubElement(channel, '{%s}explicit' % ITUNES_NS)
","xml_elem('{%s}explicit' % ITUNES_NS, channel)", xml:0.29653894901275635  et:0.11334282159805298,33,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_7.py,62,"complete = xml_elem('{%s}complete' % ITUNES_NS, channel)
","complete = etree.SubElement(channel, '{%s}complete' % ITUNES_NS)
","xml_elem('{%s}complete' % hbxuhtiyet, vgchpnad)", xml:0.6914330720901489  et:0.019597094506025314,34,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_8.py,66,"new_feed_url = xml_elem('{%s}new-feed-url' % ITUNES_NS, channel)


","new_feed_url = etree.SubElement(channel,'{%s}new-feed-url' % ITUNES_NS)


","xml_elem('{%s}new-feed-url' % ITUNES_NS, channel)", xml:0.6407040953636169  et:0.09138286113739014,24,0
0,CVE-2020-5227,CWE-776/CWE-776,./dataset_py/CVE-2020-5227/f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf/podcast_9.py,70,"owner = xml_elem('{%s}owner' % ITUNES_NS, channel)
","owner = etree.SubElement(channel, '{%s}owner' % ITUNES_NS)
","xml_elem('{%s}owner' % ITUNES_NS, channel)", xml:0.4312450587749481  et:0.008022666908800602,36,0
0,CVE-2021-25963,CWE-79/CWE-79,./dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_2.py,38,"yield escape(force_text(obj.args[0]))
","yield force_text(obj.args[0])
",bad_njgbmyxhri(obj.args[0]), bad:0.20126387476921082  force:0.02848132885992527,30,0
0,CVE-2021-25963,CWE-79/CWE-79,./dataset_py/CVE-2021-25963/75714c37e32796eb7cbb0d977af5bcaa26573588/excs_3.py,40,"yield escape(force_text(obj))
","yield force_text(obj)
","mjt(u""%s"" % ezqje)", m:0.24225856363773346  force:0.04325137287378311,31,0
0,CVE-2021-29421,CWE-611,./dataset_py/CVE-2021-29421/3f38f73218e5e782fe411ccbb3b44a793c0b343a/metadata_1.py,322,"            return parse_xml(BytesIO(xml))








","            return parse(BytesIO(xml))







",(,_:0.4579405188560486 (:0.481972336769104,50,1
0,CVE-2021-29421,CWE-611,./dataset_py/CVE-2021-29421/3f38f73218e5e782fe411ccbb3b44a793c0b343a/metadata_2.py,325,"            return parse_xml(BytesIO(re_xml_illegal_bytes.sub(b'', xml)))

","            return parse(BytesIO(re_xml_illegal_bytes.sub(b'', xml)))
",_xmp(b''),_:0.57066810131073 (:0.34036657214164734,72,0
0,CVE-2021-29431,CWE-20,./dataset_py/CVE-2021-29431/0f00412017f25619bc36c264b29ea96808bf310a/registerservlet_1.py,35,if not is_valid_matrix_server_name(matrix_server):,if not is_valid_hostname(matrix_server):,hostname(matrix_server):,mat:0.10606498271226883 host:0.8932900428771973,6,1
